GeneID	KO_ID
Sco07g03230.1	Belongs to the nucleosome assembly protein (NAP) family
Sco16g09440.1	Phosphatidylinositol-specific phospholipase C
Sco16g09440.1	 X domain containing 3
Sco19g09990.1	mRNA methylation
Sco02g00160.1	RNA binding
Sco08g07130.1	alpha-1A adrenergic receptor binding
Sco19g12320.1	negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly
Sco13g13220.1	MYND finger
Sco05g08070.1	catalytic activity. It is involved in the biological process described with metabolic process
Sco15g08410.1	Lecithin retinol acyltransferase
Sco19g08570.1	organic anion transmembrane transporter activity
Sco10g06790.1	MORC family CW-type zinc finger
Sco05g00080.1	poly-U binding splicing factor
Sco02g08980.1	SH3 domain-binding glutamic acid-rich-like protein
Sco15g01050.1	response to type III interferon
Sco10g08590.1	-
Sco14g03860.1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor
Sco14g03860.1	 alpha b
Sco19g01570.1	biological adhesion
Sco13g00860.1	structural constituent of cytoskeleton
Sco19g11440.1	mitochondrial pyruvate transmembrane transport
Sco03g12040.1	Ubiquitin-conjugating enzyme E2
Sco03g12040.1	 catalytic domain homologues
Sco14g10950.1	acyl-coenzyme A thioesterase
Sco16g09740.1	cyclopropane-fatty-acyl-phospholipid synthase
Sco05g03120.1	Transcription factor COE1 helix-loop-helix domain
Sco19g07410.1	Tumor susceptibility
Sco12g06650.1	Kelch-like protein 21
Sco19g09060.1	Synaptic vesicle glycoprotein
Sco02g10140.1	phosphatase activity
Sco08g00050.1	Rho guanyl-nucleotide exchange factor activity
Sco12g14640.1	regulation of intraciliary retrograde transport
Sco14g05940.1	-
Sco12g01490.1	metal ion transport
Sco02g03930.1	PQ loop repeat containing 2
Sco17g13650.1	GTP binding
Sco02g02920.1	acetyl-CoA metabolic process
Sco11g06840.1	Sema domain
Sco14g05540.1	ubiquitin-like protein ligase activity
Sco12g14840.1	ubiquitin-like protein-specific protease activity
Sco13g14630.1	phosphatidylinositol-3
Sco13g14630.1	5-bisphosphate 3-phosphatase activity
Sco03g10730.1	aspartate oxidase activity
Sco03g07900.1	phosphatidylinositol biosynthetic process
Sco14g18050.1	cytochrome P450
Sco16g11190.1	Belongs to the DNase I family
Sco03g10540.1	phosphatase inhibitor activity
Sco02g06590.1	Triose-phosphate Transporter family
Sco05g04310.1	CD53 molecule
Sco12g03840.1	syndecan binding protein
Sco03g10780.1	G-protein beta/gamma-subunit complex binding
Sco14g02840.1	BPTI/Kunitz family of serine protease inhibitors.
Sco03g03130.1	methyltransferase involved in the maturation of rRNA and in the biogenesis of ribosomal subunits
Sco06g07970.1	BTB POZ domain-containing protein
Sco11g04330.1	GRAM domain
Sco06g08050.1	ketohexokinase activity
Sco14g07920.1	procollagen-proline 4-dioxygenase activity
Sco15g00730.1	DNA replication origin binding
Sco17g08050.1	metallocarboxypeptidase activity. It is involved in the biological process described with proteolysis
Sco07g05580.1	Possible plasma membrane-binding motif in junctophilins
Sco07g05580.1	 PIP-5-kinases and protein kinases.
Sco14g08550.1	Ankyrin repeat
Sco17g10350.1	Coiled-coil domain-containing protein 154
Sco01g10120.1	Bifunctional polynucleotide phosphatase kinase
Sco14g15810.1	Galectin
Sco03g10080.1	Ganglioside-induced differentiation-associated protein 1
Sco04g10020.1	zinc finger
Sco06g11120.1	RNA binding
Sco13g04790.1	Protein domain specific binding
Sco13g05700.1	centriole replication
Sco08g05360.1	Receptor
Sco12g14500.1	structural constituent of ribosome
Sco16g11550.1	Transketolase
Sco11g00540.1	fluorene oxygenase activity
Sco02g08040.1	Translation elongation factor activity. It is involved in the biological process described with translational elongation
Sco11g05400.1	protein deubiquitination involved in ubiquitin-dependent protein catabolic process
Sco17g01120.1	calcium channel activity
Sco16g10790.1	serine threonine-protein kinase
Sco03g04200.1	5-oxoprolinase (ATP-hydrolyzing) activity
Sco02g08650.1	Selenocysteine lyase
Sco11g03720.1	NAD+ diphosphatase activity
Sco16g04070.1	male genitalia morphogenesis
Sco09g06410.1	Armadillo repeat-containing protein
Sco12g09860.1	Sterile alpha motif.
Sco01g06160.1	COG3525 N-acetyl-beta-hexosaminidase
Sco11g00860.1	Microtubule binding. It is involved in the biological process described with microtubule cytoskeleton organization
Sco11g07350.1	maintenance of animal organ identity
Sco08g03320.1	dolichol-linked oligosaccharide biosynthetic process
Sco19g01900.1	DDE superfamily endonuclease
Sco19g01310.1	Ubiquitously-expressed
Sco19g01310.1	 prefoldin-like chaperone
Sco16g05540.1	chromatin remodeling
Sco17g11080.1	Cilia and flagella associated protein 52
Sco16g05790.1	Interferon-related developmental regulator
Sco16g04410.1	-
Sco06g11580.1	positive regulation of DNA ligase activity
Sco14g02630.1	metal ion binding
Sco14g03090.1	integrin-mediated signaling pathway
Sco10g00040.1	Syntrophin gamma
Sco15g03790.1	pre-mRNA 3'-splice site binding
Sco11g09910.1	Receptor expression-enhancing protein
Sco14g11280.1	negative regulation of ryanodine-sensitive calcium-release channel activity
Sco06g05420.1	growth factor activity
Sco16g06550.1	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Sco04g02580.1	Splicing factor 3b subunit
Sco08g01340.1	Belongs to the G-protein coupled receptor 1 family
Sco14g13310.1	polypeptide N-acetylgalactosaminyltransferase activity
Sco06g07570.1	TNF receptor-associated factor
Sco14g12290.1	Transposase family tnp2
Sco19g11270.1	Calcipressin
Sco15g10030.1	Myeloid differentiation primary response protein
Sco19g14400.1	-
Sco07g08500.1	Oxidoreductase activity. It is involved in the biological process described with metabolic process
Sco05g00120.1	WD40 repeats
Sco06g06130.1	transferase activity
Sco16g08000.1	negative regulation of L-glutamate import across plasma membrane
Sco17g14810.1	GMC oxidoreductase
Sco16g05210.1	pristanate-CoA ligase activity
Sco06g10110.1	regulation of choline O-acetyltransferase activity
Sco17g11040.1	positive regulation of transcription involved in exit from mitosis
Sco02g08850.1	Transcription factor HES-5
Sco09g03750.1	interleukin-3 receptor binding
Sco05g11590.1	Receptor family ligand binding region
Sco03g02830.1	YqaJ-like viral recombinase domain
Sco11g02940.1	ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity. It is involved in the biological process described with
Sco04g02660.1	cellular protein-containing complex localization
Sco07g01550.1	regulation of ligase activity
Sco02g05440.1	Phosphatidylinositol 4
Sco02g05440.1	5-bisphosphate 3-kinase catalytic subunit alpha isoform-like
Sco11g01900.1	Glycosyltransferase family 92
Sco09g05080.1	Thrombospondin-type laminin G domain and EAR
Sco13g07510.1	N-acetylgalactosaminyltransferase
Sco15g06850.1	Calcium ion binding
Sco17g04160.1	Leucine-rich repeats
Sco17g04160.1	 outliers
Sco18g09380.1	Si ch1073-385f13.3
Sco04g10450.1	-
Sco03g02960.1	Carbonic anhydrase
Sco18g10030.1	-
Sco06g08710.1	protein-like
Sco10g07440.1	PAS domain containing serine threonine kinase
Sco09g04410.1	-
Sco03g05510.1	deadenylation-independent decapping of nuclear-transcribed mRNA
Sco16g10300.1	Protein tyrosine phosphatase activity. It is involved in the biological process described with protein dephosphorylation
Sco03g12500.1	negative regulation of ATP citrate synthase activity
Sco12g07910.1	ATPase activity
Sco13g08500.1	Protein tyrosine phosphatase
Sco13g08500.1	 receptor type
Sco17g06350.1	bis(5'-adenosyl)-triphosphatase activity
Sco11g07540.1	cytoplasmic translation
Sco15g09760.1	-
Sco07g08240.1	Phytanoyl-CoA dioxygenase (PhyH)
Sco12g03960.1	gluconolactonase activity
Sco12g13230.1	Forkhead box E1 (thyroid transcription factor 2)
Sco15g00560.1	intraflagellar transport protein 57
Sco18g08910.1	RNA polymerase II regulatory region DNA binding
Sco14g06890.1	GTPase IMAP family member
Sco07g10980.1	RNA binding
Sco02g05240.1	G-protein coupled receptor activity
Sco07g01100.1	otolith formation
Sco11g10790.1	establishment of RNA localization to telomere
Sco06g01520.1	Zinc finger CCHC domain-containing protein
Sco14g13820.1	stabilization of membrane potential
Sco06g03080.1	eukaryotic translation initiation factor 4H
Sco04g09590.1	acid phosphatase activity
Sco11g02700.1	organic anion transmembrane transporter activity
Sco17g01380.1	Centrosomal protein
Sco09g02510.1	Mannose-1-phosphate guanyltransferase
Sco09g03150.1	cell wall polysaccharide biosynthetic process
Sco12g03660.1	Ankyrin repeat
Sco16g04350.1	Histone acetyltransferase activity. It is involved in the biological process described with
Sco19g08350.1	Cyclin-dependent kinase 8
Sco07g03990.1	-
Sco19g08340.1	regulation of sperm capacitation
Sco13g02980.1	Belongs to the small heat shock protein (HSP20) family
Sco17g04660.1	guanine nucleotide exchange factor 1
Sco09g00490.1	receptor-mediated endocytosis
Sco17g07330.1	heme binding
Sco18g03340.1	coenzyme A transmembrane transporter activity
Sco07g03160.1	Deleted in malignant brain tumors 1 protein-like
Sco16g14140.1	G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco06g07270.1	Centrosomal protein of 290 kDa-like
Sco12g15600.1	Belongs to the DEAD box helicase family
Sco11g07860.1	Si ch1073-385f13.3
Sco14g09630.1	Coiled-coil domain-containing protein 42 homolog
Sco11g08740.1	synaptic vesicle uncoating
Sco16g09880.1	serine racemase
Sco19g14650.1	G-protein coupled receptor
Sco14g05000.1	GO:0001034
Sco05g10530.1	DDE superfamily endonuclease
Sco17g02740.1	Ras-related C3 botulinum toxin substrate
Sco14g14920.1	cilium movement involved in cell motility
Sco04g10350.1	plexin domain-containing protein
Sco03g00200.1	glutathione synthase activity
Sco16g02470.1	cortical actin cytoskeleton organization
Sco07g07040.1	bundle of His cell to Purkinje myocyte communication
Sco12g06860.1	protein transport
Sco16g13560.1	ubiquitin-specific protease activity involved in negative regulation of retrograde protein transport
Sco16g13560.1	 ER to cytosol
Sco16g04200.1	Glycosyl hydrolase family 20
Sco16g04200.1	 domain 2
Sco07g05510.1	Nucleotide binding protein-like
Sco17g16040.1	-
Sco16g13680.1	protein localization involved in establishment of planar polarity
Sco17g04060.1	TEPSIN
Sco17g04060.1	 adaptor related protein complex 4 accessory protein
Sco12g12880.1	lung ciliated cell differentiation
Sco02g01180.1	deoxyribonuclease inhibitor activity
Sco03g08720.1	hair follicle maturation
Sco14g04690.1	response to other organism
Sco16g04680.1	Zinc finger
Sco16g04680.1	 C2H2 type
Sco15g06040.1	von Willebrand factor (vWF) type A domain
Sco04g09860.1	inositol
Sco13g13100.1	Calcium-activated chloride channel
Sco02g07070.1	homophilic cell adhesion via plasma membrane adhesion molecules
Sco13g04390.1	Delta-like
Sco17g11880.1	HID1 domain containing
Sco16g06790.1	Universal stress protein family
Sco14g02480.1	cytidylate kinase activity
Sco08g07590.1	translation initiation factor activity
Sco01g00410.1	complex subunit D3
Sco15g08970.1	platelet-activating factor acetyltransferase activity
Sco12g12500.1	GTPase activity
Sco16g02740.1	-
Sco05g05000.1	NEUZ
Sco14g06250.1	FAM177 family
Sco03g04080.1	Coiled-coil domain-containing protein 102A
Sco16g03220.1	-
Sco02g01340.1	Caspase domain
Sco10g04840.1	Structural constituent of ribosome. It is involved in the biological process described with
Sco06g08030.1	Schwann cell proliferation
Sco13g01170.1	Multidrug resistance-associated protein
Sco02g10060.1	TRAF-interacting protein
Sco07g00980.1	Swi5
Sco15g08720.1	activity. It is involved in the biological process described with transmembrane receptor protein serine threonine kinase signaling pathway
Sco15g03640.1	prefoldin
Sco01g06810.1	colon epithelial cell migration
Sco17g03630.1	L-xylulose reductase (NAD+) activity
Sco11g03620.1	Produces ATP from ADP in the presence of a proton gradient across the membrane
Sco18g10440.1	potassium voltage-gated channel
Sco12g07610.1	zinc ion binding
Sco01g03130.1	nucleic acid-templated transcription
Sco13g14170.1	-
Sco02g08510.1	BTB/POZ domain
Sco12g07850.1	enzyme substrate 1
Sco04g09820.1	calcium-dependent cysteine-type endopeptidase activity
Sco03g05190.1	synthase
Sco02g00300.1	hydrolase activity
Sco19g03720.1	histone H3-K14 acetylation
Sco10g05220.1	-
Sco13g09890.1	Autophagy-related protein 13
Sco12g08770.1	heat shock factor
Sco10g04140.1	RNA binding
Sco05g08590.1	cutC copper transporter
Sco05g07940.1	-
Sco16g03760.1	OAR domain
Sco16g03970.1	procollagen-proline 4-dioxygenase activity
Sco07g06120.1	O-methyltransferase activity
Sco14g09180.1	Belongs to the peptidase C19 family
Sco17g02530.1	DDE superfamily endonuclease
Sco17g08470.1	Phosphatidylinositol 3
Sco17g08470.1	4
Sco17g08470.1	5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN
Sco16g10690.1	DNA translocase activity
Sco08g09110.1	nuclear import signal receptor activity
Sco14g10680.1	Transmembrane protein 260
Sco06g04570.1	positive regulation of protein localization to cell cortex
Sco13g15600.1	peptidyl-serine ADP-ribosylation
Sco09g02020.1	Angio-associated
Sco09g02020.1	 migratory cell protein
Sco13g09670.1	mitophagy by induced vacuole formation
Sco13g04210.1	Plant transposon protein
Sco14g15450.1	Jerky protein homolog-like
Sco12g13220.1	metalloendopeptidase activity
Sco18g01620.1	Wnt-activated receptor activity
Sco18g02690.1	establishment of endoplasmic reticulum localization to postsynapse
Sco05g04600.1	SMYD family member 5
Sco03g08890.1	phospholipid-translocating ATPase activity
Sco12g12280.1	microtubule motor activity
Sco12g07820.1	positive regulation of mitotic centrosome separation
Sco16g08540.1	Interferon-inducible GTPase
Sco15g04720.1	Catalyzes the reversible phosphorylytic cleavage of uridine and deoxyuridine to uracil and ribose- or deoxyribose-1- phosphate. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis
Sco08g05610.1	orexin receptor activity
Sco02g08560.1	oxygen carrier activity
Sco13g05530.1	nuclease
Sco08g04700.1	Sodium/hydrogen exchanger family
Sco01g10340.1	complex subunit H2
Sco01g10020.1	Nck-associated protein 1
Sco03g07780.1	negative regulation of high voltage-gated calcium channel activity
Sco16g09210.1	pyrimidine nucleotide-sugar transmembrane transporter activity
Sco03g01490.1	Belongs to the MIP aquaporin (TC 1.A.8) family
Sco17g14040.1	7 transmembrane receptor (rhodopsin family)
Sco01g06790.1	Arylsulfatase
Sco16g04370.1	GDP-fucose import into Golgi lumen
Sco03g12070.1	Vacuolar protein
Sco02g00210.1	-
Sco18g02780.1	transforming growth factor beta receptor
Sco18g02780.1	 inhibitory cytoplasmic mediator activity
Sco17g20900.1	Ca2+ insensitive EF hand
Sco04g04420.1	carnitine O-octanoyltransferase
Sco17g13370.1	protein-cysteine S-acyltransferase activity
Sco17g13200.1	protein dimerization activity
Sco17g03250.1	positive regulation of TORC2 signaling
Sco11g01930.1	Homeobox KN domain
Sco09g00200.1	cysteine-type endopeptidase activity involved in apoptotic signaling pathway
Sco12g04220.1	K02A2.6-like
Sco08g04800.1	Retinol binding protein receptor
Sco13g01130.1	ABC transporter transmembrane region
Sco12g03920.1	Calcyphosin-like protein
Sco19g08270.1	Baculoviral inhibition of apoptosis protein repeat
Sco16g00490.1	pyruvate dehydrogenase (acetyl-transferring) activity
Sco12g05820.1	triglyceride lipase activity
Sco03g00920.1	negative regulation of high voltage-gated calcium channel activity
Sco14g16070.1	A Receptor for Ubiquitination Targets
Sco13g06360.1	monooxygenase activity
Sco08g01360.1	C1q domain
Sco19g13360.1	structural constituent of ribosome
Sco11g07600.1	tRNA modification
Sco04g08310.1	Glycosyltransferase-like domain containing 1
Sco13g12440.1	endopeptidase inhibitor activity
Sco19g06040.1	Zn-finger in ubiquitin-hydrolases and other protein
Sco06g12840.1	heme binding
Sco01g03120.1	Notch receptor processing
Sco17g02890.1	Belongs to the peptidase C14A family
Sco02g01510.1	sulfotransferase activity
Sco03g04300.1	Enoyl-CoA hydratase/isomerase
Sco06g11220.1	Nemo like kinase
Sco06g11220.1	 type 2
Sco17g02610.1	Belongs to the peptidase S1 family
Sco18g07240.1	It is involved in the biological process described with
Sco05g02150.1	tumor suppressor
Sco02g06880.1	cytochrome P450
Sco07g03560.1	thioesterase binding
Sco04g01180.1	apoptotic mitochondrial changes
Sco12g07890.1	Belongs to the class-I aminoacyl-tRNA synthetase family
Sco01g10320.1	metalloendopeptidase activity
Sco13g09850.1	Protein kinase C conserved region 2 (CalB)
Sco13g10880.1	-
Sco13g09600.1	Protein tyrosine phosphatase
Sco13g09600.1	 receptor type C
Sco17g06900.1	-
Sco14g08040.1	DDE superfamily endonuclease
Sco08g05140.1	serine-type endopeptidase inhibitor activity
Sco08g01210.1	metallocarboxypeptidase activity
